OBJECTID,ADDRESS,OWNER1,OWNER2,BLDG_DESC,OPA_ID,LNIADDRESSKEY,COUNCILDISTRICT,ZONINGBASEDISTRICT,ZIPCODE,LAND_RANK,Shape__Area,Shape__Length
3543,2452 N STANLEY ST,WEINSTEIN JACK,BREGMAN FREDA,VAC LAND RES < ACRE,282115900,551203,5,RSA-5,19132,1,117.03515625,52.6764412968492
3544,2523-41 N FAIRHILL ST,CRUZ SANDRY RAFAEL       ,,VAC LAND RES < ACRE,885253040,730808,7,RM-1,19133,0.5,1321.75,158.610764806907
3545,932 E ONTARIO ST,TACOS AND TERRIERS LLC   ,,VAC LAND RES < ACRE,331161900,459477,7,RSA-5,19134,0.5,171.1953125,69.563810917171
3546,2030 W STELLA ST,ALLEGHENY WEST FOUNDATION,,VAC LAND RES < ACRE,111054500,552858,8,RSA-5,19132,0.67,112.64453125,51.6079359180159
3547,6088 UPLAND ST,WILLIE CLAUDETTE         ,,VAC LAND RES < ACRE,401302300,583877,2,RSA-5,19142,1,128.77734375,57.4712787286532
3548,1 MUSTIN ST,PHILADELPHIA REGIONAL POR,,PARKING LOT COMMERCIAL,885613000,735346,2,I-3,19112,0.5,240674.703125,2536.67439420402
3549,1018 W ORLEANS ST,TRAN JEFFREY             ,,VAC LAND RES < ACRE,372400300,463140,5,RM-1,19133,1,103.6484375,47.5592838400488
3550,1403 ADAMS AVE,COMMONWEALTH OF PENNA    ,GENERAL STATE AUTH       ,PARKING LOT COMMERCIAL,885221180,2873,7,RSA-5,19124,0.5,185.82421875,78.1742373222307
3551,2719 N SYDENHAM ST,BROWN MICHAEL            ,,VAC LAND RES < ACRE,111175200,560117,8,RSA-5,19132,0.5,106.2109375,49.3781128512847
3552,1957 N 23RD ST,BERNAL NIRIS MERCEDES,,VAC LAND RES < ACRE,322113100,675498,5,RSA-5,19121,0.5,210.75390625,73.9570045354399
3553,2227 N 27TH ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,281058201,679835,5,RSA-5,19132,1,172.85546875,64.5500421675793
3554,859 N 40TH ST,ODA LLC                  ,,VAC LAND RES < ACRE,243161400,686327,3,RM-1,19104,1,364.22265625,107.302365326824
3555,2345 HARLAN ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291133800,332712,5,RM-1,19121,1,85.62890625,41.6804791231412
3556,1242 N 15TH ST,JACBUILT HOLDINGS INC    ,,VAC LAND RES < ACRE,471189700,657938,5,RM-1,19121,0.5,178.75,65.2991895239759
3557,1010 W HUNTINGDON ST,ROSARIO RAFAEL           ,,VAC LAND COMM. < ACRE,371416300,732008,5,CMX-2,19133,0.5,162.046875,64.5040565585175
3558,1611 N 21ST ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,472153600,671994,5,RSA-5,19121,1,160.546875,63.5180397500846
3559,2002 N LAWRENCE ST,DND INVESTMENTS LLC      ,,VAC LAND RES < ACRE,183405200,384397,7,RSA-5,19122,0.5,115.02734375,51.9257884492127
3560,9318 BUSTLETON AVE,CHAMPION DEVELOPMENT CORP,,VAC LAND RES < ACRE,562384230,754610,10,RSA-3,19115,0.67,661.00390625,129.140269540742
3561,5839 WILLOWS AVE,PORTER JOSEPH M 1        ,,VAC LAND RES < ACRE,034056901,615602,3,RM-1,19143,0.5,282.7265625,102.877347261614
3562,2024 WILDER ST,HENRY RICHARDSON,,VAC LAND RES < ACRE,363037500,613230,2,RSA-5,19146,0.67,110.4140625,51.0998808970269
3563,2333 N SYDENHAM ST,BAKER WENDELL,,VAC LAND RES < ACRE,161045300,560045,5,RM-1,19132,0.5,91.9609375,45.703224835013
3564,2258 N LEITHGOW ST,PABLO HERNANDEZ          ,ALICIA                   ,VAC LAND RES < ACRE,191242000,388663,7,RSA-5,19133,1,99.265625,47.0620422129652
3565,957 LOCUST AVE,CITY OF PHILA,DEPT OF PUBLIC PROP,VAC LAND RES < ACRE,122068405,396529,8,RM-1,19138,0.67,92.57421875,41.1154612987328
3566,6045 VINE ST,PROPPED UP LLC           ,,VAC LAND RES < ACRE,341035800,589408,4,RM-1,19139,0.67,235.40625,85.5594596289266
3567,2926 W OXFORD ST,SMITH JAMES,,VAC LAND RES < ACRE,292223100,466994,5,RSA-5,19121,1,245.8828125,79.7370577025014
3568,408 W QUEEN LN,PHILADELPHIA LAND INVESTM,,VAC LAND RES < ACRE,123122000,493073,8,RTA-1,19144,0.67,362.51953125,98.3651808749702
3569,2017 RIDGE AVE,PHILADELPHIA HOUSING AUTH,,VAC LAND COMM. < ACRE,885559700,504035,5,CMX-3,19121,0.5,250.55859375,78.3984352121844
3570,1217 S 18TH ST,BAKO ELIZABETH           ,DORNSTREICH JESSE        ,VAC LAND RES < ACRE,365245600,666957,2,RSA-5,19146,0.5,183.6640625,68.687442503251
3571,3123 N 10TH ST,UNITED COMMUNITY         ,CONSTRUCTION WORKERS     ,VAC LAND RES < ACRE,372188600,649936,5,RM-1,19133,0.67,272.8515625,79.1746376561259
3572,2716 N DARIEN ST,BROWN MARY E             ,,VAC LAND RES < ACRE,372121100,108707,5,RM-1,19133,0.67,91.14453125,45.4882761664173
3573,1555 N 6TH ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,182300201,639164,7,RSA-5,19122,0.5,178.86328125,69.6492732039316
3574,1246 W HUNTINGDON ST,CITY OF PHILA            ,DEPT OF PUBLC PROP       ,VAC LAND RES < ACRE,371420601,732068,5,RM-1,19133,0.5,145.83203125,58.8551476398789
3575,1325 N CONESTOGA ST,CHARLES WEBSTER          ,CELESTINE                ,VAC LAND RES < ACRE,041290900,95583,4,RSA-3,19131,1,444.51953125,131.260402767392
3576,3026 N MARSHALL ST,BREUNINGER DAIRIES INC   ,,VAC LAND RES < ACRE,372032700,414124,5,RM-1,19133,0.67,209.83203125,82.7174911727575
3577,2406 N GRATZ ST,CITY OF PHILA,,VAC LAND RES < ACRE,162063201,321858,5,RSA-5,19132,0.5,121.75,52.6067122524889
3578,2626 EARP ST,TOP LINE PROPERTIES INC  ,,VAC LAND RES < ACRE,362106500,128470,2,RSA-5,19146,1,113.2890625,51.3678803908175
3579,3116 N ROSEWOOD ST,CITY OF PHILA            ,,VAC LAND RES < ACRE,111144125,517594,8,RSA-5,19132,0.67,148.62890625,59.8796965198588
3580,1904 W NORRIS ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,321150201,452384,5,RSA-5,19121,1,182.5390625,69.1366310638587
3581,2929-33 W FLETCHER ST,THOMPSON WILLIAM,TRUSTEE,VAC LAND RES < ACRE,282288700,292993,5,RM-1,19132,0.5,967.6484375,162.827468264574
3582,1232 N MYRTLEWOOD ST,1232 N MYRTLEWOOD ST LLC ,,VAC LAND RES < ACRE,292272400,444765,5,RSA-5,19121,0.5,127.2109375,56.6373324829624
3583,2037 N ORIANNA ST,APONTE EDGARDO,,VAC LAND RES < ACRE,183313300,461499,7,RSA-5,19122,0.5,88.30859375,42.9280615568612
3584,1812 N 21ST ST,CITY OF PHILA,,VAC LAND RES < ACRE,322055201,672048,5,RSA-5,19121,0.5,215.8125,80.1425623187784
3585,2937 W OAKDALE ST,WOODS FLOYD,,VAC LAND RES < ACRE,282374300,454423,5,RSA-5,19132,1,96.37109375,45.6361721010265
3586,339 N 62ND ST,BLEDSOE LARRY,BLEDSOE VASHTI,VAC LAND RES < ACRE,341215900,701645,4,RM-1,19139,0.67,173.5234375,68.1253633390237
3587,1935 N 9TH ST,PHILADELPHIA HOUSING AUTH,,VAC LAND RES < ACRE,202154701,647445,5,RM-1,19122,1,115.63671875,54.9215346239324
3588,1919 N 5TH ST,LAUTZ MARTIN,,VAC LAND RES < ACRE,183413000,636526,7,RSA-5,19122,0.5,209.5703125,80.0156641102522
3589,5337 LENA ST,WILLIAM A WHEELER,MARY WHEELER,VAC LAND RES < ACRE,122136800,389342,8,RSA-5,19144,0.67,222.3046875,82.5581713787301
3590,2957 N 27TH ST,GOLD RUSH PROPERTY LLC   ,,VAC LAND RES < ACRE,381206600,680096,4,RSA-5,19132,0.5,135.38671875,55.0862959970848
3591,746 N DE KALB ST,WPRE VI LP               ,,VAC LAND RES < ACRE,243090510,,3,RSA-5,,1,179.4609375,70.654954799726
3592,5127 N 11TH ST,AQ REAL ESTATE LLC       ,,VAC LAND RES < ACRE,492231300,652560,8,RSA-3,19141,0.67,350.71875,89.4422364927258
3593,3316 N GRATZ ST,ERNEST BOLDEN,SANDRA,VAC LAND RES < ACRE,112262900,322029,8,RSA-5,19140,0.67,188.93359375,73.7530609686798
3594,1310 S SPANGLER ST,RITIS LLC,,VAC LAND RES < ACRE,362311000,543978,2,RM-1,19146,0.5,52.703125,30.2497806297224
3595,4923R-47 N 16TH ST,LOMBARDO ANGELINA P TR,,VAC LAND RES < ACRE,172111200,749746,8,CMX-2,19141,0.67,59.86328125,34.8543054934989
3596,3720 HAVERFORD AVE,CASABLANCA INVESTORS LLC ,,VAC LAND RES < ACRE,242038410,335986,3,RM-1,19104,1,403.19140625,100.296595715391
3597,1830-32 CHURCH ST,SERAFIN HENRY,,VAC LAND RES < ACRE,232042510,86053,7,ICMX,19124,0.5,281.453125,88.1758029939574
3598,911 W SUSQUEHANNA AVE,CITY OF PHILA,,VAC LAND RES < ACRE,371303801,558991,5,RM-1,19122,1,238.2265625,88.8641117571844
3599,2913 MUTTER ST,SANTIESTEBON RODOLFO     ,,VAC LAND RES < ACRE,071119800,444561,7,RSA-5,19133,0.5,103.109375,47.9870167487396
3600,1539 N 9TH ST,PHILADELPHIA HOUSING AUTH,,VAC LAND RES < ACRE,202148101,647409,5,RM-1,19122,0.5,120.3984375,54.8445567157611
3601,3105 N MARSTON ST,HAROLD QUINN             ,,VAC LAND RES < ACRE,381225400,415925,4,RSA-5,19132,0.67,102.50390625,46.5754680157585
3602,2141 CHELTEN AVE,POLYACHENKO VITALIY      ,,VAC LAND COMM. < ACRE,885157560,77546,8,RM-1,19138,0.5,234.0546875,85.5170165680645
3603,702 N AMERICAN ST,FRANKLIN BRIDGE L P,,VAC LAND RES < ACRE,055104400,14341,1,RSA-5,19123,0.5,58.59765625,32.240336885982
3604,1424 GERMANTOWN AVE,HEYMAN LAURA E,WISCHMANN WILLIAM JOHN,VAC LAND RES < ACRE,182201901,309007,7,RM-1,19122,0.5,200.33203125,75.2968270963792
3605,7256 HEGERMAN ST,COMMONWEALTH OF PENNSYLVA,DEPARTMENT OF TRANSPORTAT,VAC LAND RES < ACRE,651281700,339338,6,RSA-5,19135,0.5,246.04296875,79.2023314383869
3606,1728 N BODINE ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,183126800,41693,7,RSA-5,19122,0.5,94.23046875,48.0424188811254
3607,1941 N 4TH ST,EDWARD F GOETZ,,VAC LAND RES < ACRE,183322200,634584,7,RSA-5,19122,1,146.08984375,59.8622301667222
3608,512 BRINTON ST,REAL ESTATE GALAXY INC   ,,VAC LAND RES < ACRE,592170000,49787,8,RSA-3,19144,1,476.51953125,102.704059972606
3609,920 LINDLEY AVE,REDEVELOPMENT AUTHORITY,OF PHILA,VAC LAND RES < ACRE,491147600,393893,8,RSA-5,19141,1,239.2265625,87.9526128465778
3610,1929 N MARSHALL ST,JACOBS ROBERT B          ,,VAC LAND RES < ACRE,201133101,413851,5,RM-1,19122,0.5,173.91796875,67.5248781937315
3611,613 DIAMOND ST,GEENA LLC                ,,VAC LAND RES < ACRE,201082700,116345,5,CMX-2,19122,1,111.20703125,45.3893718859349
3612,710 N SHEDWICK ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,243072610,533384,3,RSA-5,19104,1,136.25,57.4757216480701
3613,4950 HAZEL AVE,PEDEMONTI PETER          ,GONZALEZ XILMA ORTIZ     ,VAC LAND RES < ACRE,462024700,337715,3,RSA-3,19143,0.5,354.5625,104.378341381233
3614,554 E WASHINGTON LN,KIM YOUNG CHAN           ,,VAC LAND COMM. < ACRE,885788840,600289,8,CMX-2,19144,0.5,503.4765625,122.904527066442
3615,801 N 39TH ST,AHM PROPERTIES LLC       ,,VAC LAND RES < ACRE,243149800,686071,3,RSA-5,19104,0.5,203.81640625,76.7272660883784
3616,2025 SHARSWOOD ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,291150410,532552,5,CMX-2,19121,1,74.99609375,38.4676584117955
3617,2463 JASPER ST,TRUONG KIM HIEN THI,,VAC LAND RES < ACRE,311061801,361605,1,RM-1,19125,0.5,128.64453125,57.343638764223
3618,5822 WAKEFIELD ST,MURPHY ESTHER D          ,,VAC LAND RES < ACRE,591179700,591673,8,RSA-5,19144,0.67,93.15234375,43.9442282018171
3619,878 MOSS ST,PHL LIVING               ,NJ LIVING LLC            ,VAC LAND RES < ACRE,062424100,440493,3,RSA-5,19139,0.83,112.33984375,51.0604923752622
3620,222 CECIL B MOORE AVE,SUMMIT GENERAL CONTRACTIN,,VAC LAND RES < ACRE,885178220,71356,7,RSA-5,19122,0.67,122.9375,53.3828694640981
3621,1913 ORTHODOX ST,CITY OF PHILADELPHIA     ,,VAC LAND RES < ACRE,232104900,463710,7,RSA-5,19124,0.5,303.140625,91.6747256775415
3622,1647 S CONESTOGA ST,CITY OF PHILA,DEPT OF PUBLC PROP,VAC LAND RES < ACRE,514179010,95841,3,RSA-5,19143,0.83,145.9296875,59.9548037112366
3623,2741 JASPER ST,ATL DEVELOPMENT CORPORATI,,VAC LAND RES < ACRE,252523300,361687,7,RSA-5,19134,0.67,78.51171875,42.4440891723138
3624,1709 N MARSHALL ST,LUCILLE BRANCH           ,,VAC LAND RES < ACRE,201127200,413734,5,RSA-5,19122,1,127.42578125,53.8681568960031
3625,3420 N 17TH ST,STARTEGIC EQUITY GROUP IN,,VAC LAND RES < ACRE,112234700,663459,8,RSA-5,19140,0.67,327.6640625,106.46155200377
3626,3133 W ARIZONA ST,CITY OF PHILA,DEPT OF PUBLIC PROP,VAC LAND RES < ACRE,282334901,20955,5,RSA-5,19132,0.5,94.7734375,44.7954897811949
3627,1406 GREEN LN,PHILA PRIMO PROPERTIES,,VAC LAND RES < ACRE,171214000,323835,8,RSA-5,19141,0.67,373.703125,94.2283652822435
3628,3100 HARTVILLE ST,COLON MIGUEL             ,,VAC LAND RES < ACRE,071541500,335106,7,RSA-5,19134,0.5,109.12890625,47.9441969354033
3629,5013 PRINCETON AVE,COMMONWEALTH OF PENNSYLVA,DEPARTMENT OF TRANSPORTAT,VAC LAND RES < ACRE,651004600,491652,6,ICMX,19135,0.5,318.41015625,83.8489369742276
3630,3765 N 17TH ST,CITY OF PHILA            ,DEPT OF PUBLIC PROP      ,VAC LAND COMM. < ACRE,885127760,663563,8,CMX-2,19140,0.67,188.73046875,70.9347643229513
3631,1812 N ETTING ST,JOHNSON WALLACE M,,VAC LAND RES < ACRE,323181900,139683,5,RSA-5,19121,0.83,90.8203125,43.8827043181828
3632,1212 PENNOCK ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,292087010,478291,5,RSA-5,19121,0.5,89.90234375,41.4145999754332
3633,102 N YEWDALL ST,SALLIE M DAVIS,,VAC LAND RES < ACRE,041122500,628013,4,RSA-5,19139,0.67,137.77734375,56.9437829685491
3634,3908 FOLSOM ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,243054910,293681,3,RSA-5,19104,1,129.40625,60.9971847994839
3635,2439 W LEHIGH AVE,WHITE JONATHIN           ,A/K/A WHITE JONATHAN     ,VAC LAND COMM. < ACRE,885343460,387820,4,CMX-1,19132,0.67,198.8046875,73.8376209740429
3636,2409 BOLTON ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291209110,42050,5,RM-1,19121,0.5,95.8671875,46.3591734212829
3637,2124 HOMESTEAD ST,CONAL COMPANY,,VAC LAND RES < ACRE,262349700,348143,2,RM-1,19145,0.5,271.22265625,87.3798374876658
3638,906 NECTARINE ST,CITY OF PHILADELPHIA     ,,VAC LAND RES < ACRE,056115300,447746,1,CMX-3,19123,0.67,145.70703125,54.4672967939506
3639,48 E PASTORIUS ST,DAVID E ENTERPRISES LLC  ,,VAC LAND RES < ACRE,592093600,473644,8,RSA-5,19144,0.67,299.56640625,79.5657120201193
3640,3437 DILLMAN ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,193040101,118441,7,RM-1,19140,0.67,82.76171875,41.817954786647
3641,817-23 W CUMBERLAND ST,TRAN JERRY               ,,VAC LAND RES < ACRE,371385200,105945,5,I-2,19133,1,655.05078125,103.240160622413
3642,2532 N FAIRHILL ST,DIAZ REINALDO            ,,VAC LAND RES < ACRE,192265801,730809,7,RM-1,19133,0.5,153.7421875,60.3084789432783
3643,3652 N PERCY ST,JONES CHRISTINE,WILSON ALBERT,VAC LAND RES < ACRE,432122300,480697,5,RM-1,19140,0.5,150.0703125,60.9677692944231
3644,2037 N STILLMAN ST,HECK JAMES E,DOROTHY H/W,VAC LAND RES < ACRE,322185000,555525,5,RSA-5,19121,0.5,130.67578125,53.5144987149552
3645,4763 GRISCOM ST,GEENA LLC                ,,VAC LAND COMM. < ACRE,232452100,327070,7,CMX-2,19124,0.5,214.82421875,73.5250225245476
3646,1323 N 16TH ST,WHALEN C KING,,VAC LAND RES < ACRE,471212800,660297,5,RSA-5,19121,0.5,106.3203125,50.8831394708379
3647,6219 LUDLOW ST,WALDO HOLDINGS LLC       ,,VAC LAND RES < ACRE,031012000,403016,3,RM-1,19139,0.67,180.109375,72.8273475113618
3648,1621 RIDGE AVE,FJGT BROTHER LLC         ,,VAC LAND COMM. < ACRE,885147900,503928,5,CMX-2.5,19130,0.5,215.13671875,77.1215521500546
3649,5529-31 WOODLAND AVE,MALAMA TAX & INSURANCE CO,,VAC LAND COMM. < ACRE,881428250,623054,3,CMX-2,19143,0.67,985.6484375,138.67083694965
3650,2935 WHARTON ST,NGUYEN DAVID I,,VAC LAND RES < ACRE,362080500,610521,2,RSA-5,19146,1,130.07421875,55.3794457788423
3651,801 N 42ND ST,RN INVESTMENTS LLC       ,,VAC LAND COMM. < ACRE,885082180,686958,3,CMX-2,19104,0.67,194.20703125,76.6089265363168
3652,3024 RIDGE AVE,OKIE RIDGE LLC           ,,VAC LAND RES < ACRE,323042000,504350,5,RM-1,19121,1,168.8359375,71.4559903818183
3653,2528 N DOVER ST,ATL DEVELOPMENT CORP,,VAC LAND RES < ACRE,281155100,123017,5,RSA-5,19132,0.67,115.48046875,51.0238407670581
3654,1546 INGERSOLL ST,CRP BUILDERS 2 LLC,,VAC LAND RES < ACRE,471093510,357074,5,RSA-5,19121,0.5,84.828125,43.7464313917866
3655,1213 W ERIE AVE,CITY OF PHILA,,VAC LAND RES < ACRE,432204210,138876,5,RM-1,19140,1,295.86328125,108.746514854177
3656,4845 HAVERFORD AVE,THOMAS EUGENE ADAMS,PATRICIA,VAC LAND RES < ACRE,441217000,336217,3,RSA-5,19139,1,392.56640625,91.8511138046067
3657,2128 N 5TH ST,PHILADELPHIA HOUSING AUTH,,VAC LAND RES < ACRE,191306801,636620,7,RSA-5,19122,0.5,106.78125,49.9491210494778
3658,3115R GRAYS FERRY AVE,T&A SCHUYLKILLRIVER ASSOC,,VACANT LAND BILLBOARD,874549730,323243,2,I-3,19146,0.67,41414.5078125,977.534807380766
3659,529 DUDLEY ST,FRANK CACCURO,JOANNE,VAC LAND RES < ACRE,392018000,124189,1,RSA-5,19148,0.67,106.14453125,49.2145473159874
3660,2422 REDNER ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291212300,497581,5,RM-1,19121,0.67,98.44140625,46.5677772458732
3661,803 N 50TH ST,TRAN JERRY               ,,VAC LAND RES < ACRE,441338700,690089,3,RSA-5,19139,1,159.484375,66.2136425508972
3662,6200 MARKET ST,PHILADELPHIA SUBURBAN DEV,,VAC LAND COMM. < ACRE,885003760,411230,3,CMX-2,19139,0.67,200.4609375,70.0356751667187
3663,4419 E WINGOHOCKING ST,QUINTERO OSWALDO         ,,VAC LAND RES < ACRE,234209800,617318,7,RM-1,19124,0.67,190.5546875,79.3172061112852
3664,3146 W YORK ST,LEIVAS CONTRACTOR INC    ,,VAC LAND RES < ACRE,282342900,629511,5,RSA-5,19132,1,117.65625,54.949845570372
3665,5717 WILLOWS AVE,BREWINGTON JEMILE        ,,VAC LAND RES < ACRE,513210800,615560,3,RSA-5,19143,0.67,195.1953125,75.9446424282754
3666,6086 REINHARD ST,FRATER IAN LLOYD TR      ,,VAC LAND RES < ACRE,401282900,500513,2,RSA-5,19142,1,206.7890625,65.3561264123332
3667,856 N CARLISLE ST,REDEVELOPMENT AUTHORITY  ,OF PHILADELPHIA          ,VAC LAND COMM. < ACRE,885147720,64920,5,RM-1,19130,0.5,138.8125,59.7427112912271
3668,1500 W SERGEANT ST,NATHANIEL ODOMS          ,,VAC LAND RES < ACRE,161300200,530528,5,RSA-5,19132,1,124.84375,51.8483936590875
3669,1043 W STELLA ST,L B T INC                ,,VAC LAND RES < ACRE,372412600,552822,5,RM-1,19133,0.67,94.28125,46.2126901052654
3670,1214 W VENANGO ST,SYDNOR ROY               ,SYDNOR MARYLAND          ,VAC LAND RES < ACRE,432031800,587681,5,RM-1,19140,0.67,100.11328125,47.1500219386628
3671,407 W CLEARFIELD ST,JAS GROUP ASSOCIATES LLC ,,VAC LAND IND < ACRE,193195000,89132,7,ICMX,19133,0.67,91.5078125,44.1598638193787
3672,722 WIOTA ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,061178900,618691,3,RM-1,19104,1,98.83203125,49.8609541220542
3673,73 E DUVAL ST,PORTELA MICHAEL FERNANDO ,,VAC LAND RES < ACRE,592161800,127137,8,RM-1,19144,0.67,132.44921875,64.3662092007892
3674,1643-51 N 6TH ST,IGLESI PENTECOSTAL PUERTA,,VAC LAND RES < ACRE,885654800,639204,7,RSA-5,19122,0.5,4221.09375,265.758877324038
3675,800 W INDIANA AVE,VEGA REYMOND T/F         ,MARQUEZ (SON)            ,VAC LAND COMM. < ACRE,885465240,356789,5,CMX-2,19133,0.67,159.0390625,63.9780125794367
3676,1824 N 22ND ST,JAGORA LLC               ,,VAC LAND RES < ACRE,322090400,673949,5,RSA-5,19121,1,234.30859375,89.1590393228605
3677,2241 W NORRIS ST,ASCENDING TOWERS LLC     ,,VAC LAND RES < ACRE,322251500,452506,5,RSA-5,19121,0.5,188.19140625,72.7080675666738
3678,2355 HOPE ST,JOHNSON HOWARD A &,SADIE,VAC LAND RES < ACRE,191013200,731457,7,RSA-5,19133,1,80.6875,42.5883272711051
3679,6049 UPLAND ST,CAMARA ZEINABOU          ,,VAC LAND RES < ACRE,401289100,583839,2,RSA-5,19142,1,140.41015625,59.617069617977
3680,5535 SPRUCE ST,CITY BLOCK ACQUISITION IX,,VAC LAND RES < ACRE,604063200,548631,3,CMX-2,19139,0.5,193.76953125,74.0779507773852
3681,2640 ANNIN ST,AUTO SOURCE EXPORT INC   ,,VAC LAND RES < ACRE,362019000,17653,2,RM-1,19146,1,81.48046875,40.9979575689372
3682,3847R-49 RICHMOND ST,ANTHONY N BIANCO         ,,VAC LAND RES < ACRE,451148401,503345,6,RSA-5,19137,0.67,332.99609375,80.885511698763
3683,424 WINONA ST,LELAND RUBY E,,VAC LAND RES < ACRE,124060500,617866,8,RSA-5,19144,0.67,202.7109375,91.7299735117698
3684,3859 N 13TH ST,RALPH E DEBARTH,EDITH H DEBARTH,VAC LAND RES < ACRE,432374700,656328,5,RM-1,19140,1,171.6640625,65.5578414655966
3685,3836 HAVERFORD AVE,HAVERFORD SQUARE PROPERTI,,VAC LAND RES < ACRE,242040800,336035,3,RM-1,19104,1,271.88671875,92.2645171323896
3686,1212 S 27TH ST,CITY OF PHILA            ,,VAC LAND COMM. < ACRE,885404840,680222,2,CMX-2,19146,0.67,123.34375,55.3298800411401
3687,1911 ORTHODOX ST,CITY OF PHILADELPHIA     ,,VAC LAND RES < ACRE,232104800,463708,7,RSA-5,19124,0.5,299.953125,91.4644579450462
3688,2053 W TIOGA ST,SHEN JENNIFER LEE,,VAC LAND RES < ACRE,112104100,573109,8,RSA-5,19140,0.67,374.57421875,117.137361864226
3689,2305 N 27TH ST,ATA7 REAL ESTATE SALES & ,,VAC LAND RES < ACRE,281059200,679845,5,RSA-5,19132,1,212.15234375,71.0112528959038
3690,1238-40 ORANGE ST,BYRNES DENNIS            ,,VAC LAND RES < ACRE,181108510,460896,5,RSA-5,19125,0.67,100.52734375,43.6446641663312
3691,2422 N BROAD ST,ELEBAH INC               ,,VAC LAND COMM. < ACRE,885107004,50424,5,CMX-2.5,19132,0.5,333.5,107.16522792072
3692,5933 WINDSOR ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,034093000,617132,3,RSA-5,19143,1,190.453125,66.188850013666
3693,2321 N SYDENHAM ST,DENNISON JERRY,,VAC LAND RES < ACRE,161044801,560037,5,RM-1,19132,0.5,91.390625,44.1507375924849
3694,3045 BOUDINOT ST,ADAMADELPHIA LLC,,VAC LAND RES < ACRE,071481410,43890,7,RSA-5,19134,0.67,866.26953125,156.987441681801
3695,453 E ELKHART ST,OPPORTUNITY ZONE DEVELOPM,,VAC LAND RES < ACRE,071266700,132648,7,RSA-5,19134,0.67,101.59375,48.7789365628285
3696,4210R-28 W GIRARD AVE,JACKSON RICHARD D,,VAC LAND RES < ACRE,062171400,314498,3,RSA-5,19104,0.67,2380.2421875,316.074215228026
3697,2413 N CLARION ST,LEROY PETERSON-AGNES     ,,VAC LAND RES < ACRE,371276100,87581,5,RM-1,19132,0.5,80.265625,39.9951510356031
3698,2612 ANNIN ST,AUTO SOURCE EXPORT INC   ,,VAC LAND RES < ACRE,362017600,17629,2,RM-1,19146,0.67,88.4140625,41.7117630550678
3699,4220 PAUL ST,CURTIN LAWRENCE J,,VAC LAND RES < ACRE,232513200,474357,7,RM-1,19124,0.5,348.79296875,97.0798820580038
3700,2218 N LAWRENCE ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,191263601,384463,7,RSA-5,19133,1,110.1953125,50.2146438084128
3701,1431 N MARSTON ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,292074010,415483,5,RSA-5,19121,0.67,106.69140625,49.4239015120037
3702,2131 N 22ND ST,CITY OF PHILA,DEPT OF PUBLIC PROP,VAC LAND RES < ACRE,322087801,674046,5,RSA-5,19121,1,257.0390625,92.4018734097236
3703,2419 N MARSTON ST,CREN INC,,VAC LAND RES < ACRE,281079800,415750,5,RSA-5,19132,0.67,114.26953125,53.3752288814456
3704,2429 OAKFORD ST,DEMARCO ROBERT           ,NAUGHTON KATIE           ,ROW  3STY MAS.+OTHER,361278900,454590,2,RSA-5,19146,0.67,160.796875,66.9828323628964
3705,1535 S 32ND ST,ATL DEVELOPMENT CORP,,VAC LAND RES < ACRE,364461000,684527,2,RSA-5,19146,0.67,123.4765625,52.8748763065076
3706,1024 W DAKOTA ST,LAWSON PATRICIA          ,,VAC LAND RES < ACRE,371341200,730504,5,RM-1,19133,0.67,149.703125,58.8531112871575
3707,2737 N MARVINE ST,BCM PHILADELPHIA LLC     ,,VAC LAND RES < ACRE,372237500,416809,5,RM-1,19133,1,213.20703125,73.0845121630191
3708,729 MASTER ST,CITY OF PHILA            ,,VAC LAND COMM. < ACRE,885272640,419077,5,RSA-5,19122,0.5,108.4140625,46.171988974729
3709,2415 REDNER ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291214400,497574,5,RM-1,19121,0.5,97.33984375,45.1037779541628
3710,171-77 E CHELTEN AVE,CITY OF PHILA,DEPT OF PUBLIC PROP,VAC LAND RES < ACRE,591002215,77573,8,CMX-2.5,19144,1,254.046875,78.4055823627889
